0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-1.563180145,0.889129594,-0.066184208,0.213090405,-1.105378207,-0.823810966,0.572390056,0.650378611,-2.399464833,0.967247401,-0.568288539,0.236132568,1.067034349,0.358328052,-0.071513034,0.033497622,-0.397892333,1.564167476,0.796677357,-0.589771235,0
0.487243778,0.723125973,-0.410346456,0.205745949,-0.430689206,0.556690276,-0.282686101,0.743212897,3.568293755,-1.304291162,0.969996936,0.132832951,-0.899875295,-0.307588597,-0.280787431,0.636311976,0.837122733,0.653098746,0.560829744,1.603048863,1
-1.216737445,0.263227485,0.047519078,-0.691491699,0.815702254,-2.0780703,0.979982866,0.770997011,1.036673032,1.018809868,1.580031352,-0.541987234,-1.544878045,0.397888825,0.090998826,1.117575752,0.470238128,0.404426763,-1.624903164,0.15995339,1
-0.463679067,-1.121462965,2.008841818,-0.651919322,-0.254895812,-1.157199118,1.144750704,0.986495325,-0.084526283,1.605068379,1.169936668,-0.189889131,0.233306534,-0.480073393,-0.179530724,-1.808611954,-1.308957136,-1.150058381,-0.31042337,-0.749395313,0
-1.170453893,-0.439286558,-0.32742146,0.075073036,-0.507100518,0.455391334,-0.399849224,0.671237519,0.981225605,-0.999953039,-0.171435539,0.313304668,0.158874385,-1.858308278,1.218167339,-2.038433769,-0.149544636,0.307886985,-2.271530711,0.37454167,2
1.290982708,0.624085719,1.288170347,-0.547631804,-0.060448241,-2.448765721,-0.185849913,0.066729041,0.502145021,-2.457329849,0.367187917,-0.13205232,0.355900736,0.499909211,-0.650642307,-1.955287229,-1.653190342,-0.772285859,0.434795851,0.054907387,0
-1.080804616,-1.562564769,0.78663549,2.363665409,-0.066026688,-0.337767831,2.085322636,-0.751911455,0.537349949,0.17901031,0.286798727,-0.657439841,-0.234867197,0.319012908,-0.074086097,-1.373040254,-0.393200173,2.00354155,0.483018797,-0.168917788,2
-0.247802398,0.070293409,1.163225044,-0.626158583,-2.005748183,0.277714458,-0.196692794,1.093446696,1.082960207,1.445062007,0.36956416,1.279910718,0.183715269,-1.00800832,-0.57158939,1.07736341,0.279525985,-1.615851425,-0.292173434,0.438277866,1
0.518859581,0.566335283,-1.247056108,-0.519567536,-0.411522057,-1.768793862,0.788768813,0.697227029,-0.65998727,0.925222988,0.499823438,0.535793436,0.291723984,-1.24114607,0.043954919,-0.629547744,0.233981206,0.215441182,-1.347362028,-0.001229478,0
-0.068601161,-1.885452749,-0.394421485,0.458938061,0.801265216,-0.116067882,-0.658784179,1.141511897,1.71712541,-1.902501111,0.51392996,-1.021726883,1.567337479,-0.108758466,-0.895421766,-0.32727419,-0.881634901,1.381596801,-0.532267131,0.630666648,2
1.239993495,1.629901264,1.089310574,-2.117948038,-0.373936867,0.9514468,0.453873497,-0.405744241,-1.827378888,1.60301871,1.357045376,-1.024005021,0.333303223,0.479239911,-0.729432884,-1.54220411,-0.894173879,0.513693071,0.039091249,0.715377899,0
-0.235388013,0.225737435,0.792122257,2.498402133,0.527082403,0.142654291,-0.843752172,-1.435682992,0.255626356,0.691700513,-1.762532301,-0.913874495,-0.857437452,0.368627165,-1.998851171,1.0926138,1.609813794,0.118859605,1.966007419,-1.154033895,3
0.878545111,1.012167841,-0.48706982,-1.722780448,1.617810864,-0.109695455,0.895091903,-0.79483318,2.634019155,-0.995495858,-0.16493501,-0.697052005,-0.370322299,0.172115086,0.678398289,0.250279139,0.979838928,1.043306328,-0.709265239,1.98008153,2
-0.44170829,-0.778867654,-1.477949198,2.347516521,-1.906972927,-0.889531716,1.201036038,-0.223358633,-1.02046626,-0.041281222,2.668262639,-1.789779811,1.165064856,-0.953400552,0.893420906,0.7367904,-0.31773905,-0.651819498,-0.168553245,-0.569999298,2
-0.620458024,-1.764366675,1.260189486,-1.721092728,-0.762583655,3.044698682,1.008949443,-1.008009096,1.884209264,0.281807771,-0.547262245,0.221032775,2.762376961,1.353443629,-0.46847678,-2.429477799,-0.897570865,0.782806867,1.055878823,0.224052067,0
0.386569964,0.173597148,-1.018443275,0.468638117,-1.443311801,-0.716479152,0.831329653,0.913209791,-0.877091861,-0.153096945,-0.730516784,-1.725781234,-0.892717361,0.643187729,0.904711398,-1.504183183,-0.958873932,-0.758989287,-0.640740573,-0.021503382,0
0.526967585,2.096556457,0.108699202,1.127037291,0.068629855,2.028931141,-0.489149924,-0.626116635,0.92280787,0.404271241,1.076776211,0.906235481,1.076732292,-0.839731563,1.255256037,-1.006951963,0.231311442,-1.039280229,0.468069564,0.310886025,2
-0.152400355,-0.588039308,0.064562546,-0.315748849,-0.325052419,1.661471029,0.676656964,0.583354223,2.30418522,0.819921722,-0.423304333,-0.221211751,-1.340063393,0.573734885,-0.739305829,1.316158839,-0.276367084,-0.740386595,-0.251666766,0.50436444,1
-0.383637195,0.769615841,-0.68409658,1.433017887,-0.080461511,2.080145191,-1.098316461,-0.841586397,-1.144551407,0.320975032,1.118636514,0.511707723,0.688781326,-0.25845595,1.467256853,-0.041587621,0.768658972,-0.555353995,0.815860375,0.473392847,2
0.862156798,-2.354321522,-0.657879509,2.639265265,0.391731683,-0.807272303,-0.492062071,1.221568914,0.825130218,0.601992901,-2.335911486,0.048346392,0.466555995,0.725494604,0.195601434,-1.39645125,-1.243918039,-0.955055164,1.033106006,-0.768436973,2
-0.802719509,-0.576956598,-0.76233917,0.214357076,0.704861163,-0.299314994,1.460102293,0.372711186,-0.305670841,-0.817780402,-0.895102841,1.716333125,1.67976874,-0.021128823,-0.389994159,0.329739373,-0.746709892,-0.620354682,1.519245314,-0.272317942,0
-0.497509197,0.411673738,-1.23453576,-1.143649524,-1.80093383,-0.253026718,1.329918722,-0.287262249,-1.078261863,-1.176916337,0.743820996,0.198994226,-0.033384053,0.98188286,-2.869282261,1.325660366,-0.086476249,0.361021108,0.678302252,0.302847718,1
0.350434948,-1.611805365,0.754793456,-1.568503653,1.053614081,-0.686520588,-1.691788105,-1.363422883,0.240894787,0.567066244,0.855069452,-0.909528163,-0.630613503,0.044566718,-0.358165634,-0.630437211,-0.678412465,-2.607126693,-0.748276449,2.305443736,0
0.611279097,-2.214199484,0.894503187,2.42130977,-0.456889323,-0.599875759,1.44577327,-0.759754337,-2.186178318,1.431378942,-2.399095488,-1.106899589,-0.878718587,0.744948019,-0.567500131,-0.929057653,-0.517060953,-0.015721991,1.409744843,-0.13430433,3
-0.252548604,-0.181502741,-1.496936472,-1.440231273,-0.677320587,-0.136597117,-0.237829866,-0.380198854,2.064539874,0.702758212,-0.303721247,1.471406815,1.043929892,0.008212728,0.536750808,-0.517901026,-0.52694412,0.740004669,1.428657342,0.220857949,0
-0.858394396,-0.034951698,-1.656525692,1.215231567,1.593165946,-1.239159127,-1.44863306,-0.34851911,-1.092347985,0.67407907,0.840013259,-0.201113535,-0.551291649,-0.318322353,-0.398480809,-1.209183992,0.820550336,0.504994741,-2.107388164,-0.011376949,2
-0.241193881,-0.660857056,-0.340244425,0.36335648,-0.041753456,-0.921836142,0.368332466,-0.924222645,1.019961651,0.227365484,-0.242179955,-0.615390503,0.504074411,-0.262408514,-0.912439335,-0.943055917,2.099016912,1.127899333,0.809507416,1.299408552,2
-0.946458113,0.726164906,0.74724084,-1.224864147,-0.204804647,0.274997742,0.556622456,-1.035688445,-1.184324558,-1.477847286,0.407888533,-0.979751755,-0.232238043,-2.360789948,0.046282092,1.858503459,0.081965763,-1.603388704,-0.057982937,-1.740460517,1
-0.650601264,-0.583044823,0.806320637,0.313224388,-0.009107368,-1.306548349,-0.187748217,1.490296472,0.318823936,-0.522377241,0.787299874,0.450255014,0.065837252,1.35625606,0.819039466,-2.191495205,-0.558341918,0.684582056,1.416911969,0.738032647,2
1.148371159,1.270694893,-0.199140541,1.498822757,2.135015502,0.529204639,0.245675855,-0.724811579,1.857223611,-2.282988276,0.523382124,0.588054328,0.362312813,0.623553231,-3.116597944,2.441131204,0.19293536,-0.200542402,0.083765637,0.934058051,3
-0.033210643,1.15430077,-0.665592571,0.983854674,1.250883424,0.713533274,2.766943458,-0.330148381,1.522566347,1.655471725,0.102059045,1.371645978,1.609758097,0.898194115,-0.486376932,-0.853174131,-1.469678039,0.456972037,1.995418614,0.201829054,2
0.778114469,-0.780936415,0.390320468,-0.820004583,-0.621714692,1.34858539,0.132198893,-0.29703488,-1.113801241,-0.055980057,1.25559677,0.161258953,1.683965549,0.41023574,-2.197601501,1.403229937,-0.165878471,-0.74893499,0.362848404,-0.837465227,1
-0.79160432,-0.511379919,-0.529837764,0.566492507,0.015144624,-0.607239395,0.003016409,1.810936098,-1.179134508,0.630014951,0.046438502,0.671455777,-0.417464199,-1.463822052,0.727902018,-2.190887574,1.147406484,0.2984869,-0.198742369,-0.408972453,2
-1.119627069,-0.381939432,1.217333683,-0.62784833,0.812615571,-0.40427239,-0.844397559,-0.258754781,-1.641733871,1.087908788,1.892245694,1.696811135,1.268345884,0.162122081,-0.50333945,-0.367905945,1.111620193,-0.10064957,-0.283731419,-1.195280122,0
1.192317525,-0.644962582,1.53156721,-0.409710479,-0.046186838,0.410051586,1.878586151,-0.397865186,-0.929936416,-1.017442612,1.702885936,0.324949405,-0.353216414,-1.328982033,0.216557236,0.799851801,-2.132553346,0.74477748,0.936982405,-0.786626569,1
-1.796598595,0.927217458,-0.160518922,0.668353259,1.009071337,0.713840344,-0.679311468,-0.07721049,1.202537391,-0.002608235,1.608441355,0.618717843,0.375294907,1.824088423,-0.281437099,0.94183941,-0.813197544,-0.540772517,-1.254986482,1.536392475,3
-0.546216954,-0.663378491,-0.630353235,0.574141586,0.374771707,0.931563047,-0.349266325,2.00171023,2.389997535,1.079647672,0.279833916,0.954786483,1.378672829,-2.677806689,-2.4355202,1.07982417,-0.691384915,-0.517811902,-1.4295467,0.626312971,1
-1.489272536,-0.45833307,-0.626531371,1.797479737,0.433674517,-0.051515767,-2.10251109,1.285125315,-0.256532536,1.068367905,-1.240737803,2.416992362,2.216512833,-0.155913286,0.292220233,-0.405645664,0.226710611,-1.197495973,1.261890807,0.998543955,2
0.733291984,-0.939601386,0.022503359,-1.692873371,0.880305024,-0.85950219,-1.570514822,0.920382735,-0.804851967,1.00357285,-1.382201649,-0.01735693,-0.318100183,-0.422937478,1.305284769,0.670857459,-1.817213108,-0.036644678,0.067789967,1.391798189,1
-0.509647073,0.268098496,1.498082143,-0.051526943,-1.254837174,-0.433622661,-0.751767477,-0.756248426,-1.373419703,-0.758367812,0.091816209,-1.053715148,-0.9849251,-0.566878482,0.46889525,1.899303201,1.300725733,0.576729395,-0.193171737,2.123099618,1
-0.283511924,1.671224547,-0.818435167,2.197922473,0.05385291,-0.063794001,-0.044181107,2.467182074,-0.184749343,-0.71729154,-1.068888455,0.309946187,0.303001696,-0.042758546,-1.052247313,-1.9691855,0.147218422,-1.09716016,-0.731288474,-0.264254941,2
1.404638719,-0.034625616,-0.449292784,-2.625759612,0.687483549,-0.20868191,-0.743135142,-0.695369997,-0.1015553,0.859726477,0.144434979,1.173410896,-1.052940551,1.45776629,2.493765856,0.372215506,-1.11613539,-1.07065514,1.355408919,0.479727564,1
1.120352123,-0.542951515,-0.271210436,-2.091177134,0.208365844,-1.64342088,0.288611813,0.238639303,-1.771370229,0.343274416,0.207207262,-0.448844895,-0.42265698,-1.867232827,-0.54000695,-1.611437177,-0.434745751,0.377838877,1.980396952,-0.850708053,0
1.12054428,0.236848203,1.143287754,0.119958866,0.32802409,0.162418272,-0.205413384,0.196748477,-0.689769539,-2.688751502,1.936115805,-0.371747705,-0.737446967,1.477946962,0.27058534,-2.750854784,-0.57615527,-1.09301559,0.159711867,-0.013007218,2
-0.79446888,-0.714566881,0.104992741,0.078597722,1.130259253,-0.666920135,-1.644860251,0.090052493,-0.793541354,-0.807162189,-0.270804947,-0.011453851,-0.857658259,0.781482425,-0.897499139,-0.319982962,-0.059787073,0.642714691,-0.448748344,0.554685476,0
0.455796976,-0.828471742,-0.346364674,-0.380549377,-0.700057454,-0.294882377,-0.784103549,-1.603977207,1.841917417,-1.677468453,-0.353802892,0.553651935,0.171228238,0.715562,-0.257530525,-0.215629532,-1.221418605,-0.036659113,0.709444785,-0.738878878,2
-0.443724937,-0.046480333,-0.388198861,-1.465649465,-1.162834238,0.63916523,0.055405111,-0.312730469,-1.090555631,-0.461280076,0.994067377,0.020738839,0.737553278,0.49154081,-2.238552773,1.569952973,0.453625262,0.830198192,0.286259906,-0.594610143,1
-1.069138744,0.340950907,2.030550294,1.587902202,-0.226758872,-1.009843878,0.039009916,-1.238008969,-0.555157594,-0.472469675,-0.600654009,-1.557717241,-0.272898758,0.605446972,-1.506375754,1.184573132,-0.409626998,-0.316342562,0.959629097,-0.148497035,3
